customer_id,nombre,edad,genero,segmento,fecha_registro,saldo_cuenta,limite_credito,score_crediticio,pais_residencia,activo
1024,Cliente_24,36.0,F,basic,2020-01-13 00:00:00,5809.909946351693,10148.575301980823,535.0,Chile,False
1025,Cliente_25,47.0,F,silver,2020-01-13 12:00:00,1413.1582047033785,2133.2948423801836,373.0,Mexico,True
1026,Cliente_26,42.0,O,gold,2020-01-14 00:00:00,4401.289040978836,26317.71297413018,328.0,Colombia,True
1027,Cliente_27,17.0,M,silver,2020-01-14 12:00:00,2081.047217679056,974.4119432964237,743.0,Chile,True
1028,Cliente_28,48.0,M,silver,2020-01-15 00:00:00,5284.954761312766,12882.334467499211,322.0,Chile,True
1029,Cliente_29,25.0,F,premium,2020-01-15 12:00:00,2937.7969787482075,2380.8816332021597,815.0,Peru,True
1030,Cliente_30,22.0,M,basic,2020-01-16 00:00:00,5559.13426724341,19053.318462898762,543.0,Mexico,True
1031,Cliente_31,40.0,F,silver,2020-01-16 12:00:00,998.1554918284348,12728.519225923643,845.0,Chile,True
1032,Cliente_32,33.0,F,basic,2020-01-17 00:00:00,11024.009910254603,26366.84266723092,326.0,Mexico,True
1033,Cliente_33,28.0,F,gold,2020-01-17 12:00:00,9574.305391169239,12266.445242287307,382.0,Mexico,True
1034,Cliente_34,34.0,F,silver,2020-01-18 00:00:00,2082.6676286414145,10757.246001961907,458.0,Colombia,True
1035,Cliente_35,29.0,F,basic,2020-01-18 12:00:00,1515.1250692676977,6234.559216786788,776.0,Colombia,True
1036,Cliente_36,63.0,F,gold,2020-01-19 00:00:00,654.5023727374574,2021.997907681635,470.0,Mexico,True
1037,Cliente_37,44.0,F,silver,2020-01-19 12:00:00,736.8151375344055,46366.34992505213,494.0,Chile,True
1038,Cliente_38,116.0,M,silver,2020-01-20 00:00:00,1863.0228694574314,5501.3391492152405,530.0,Chile,True
1039,Cliente_39,51.0,O,silver,2020-01-20 12:00:00,3586.026534825816,10615.404365159928,430.0,Mexico,True
1040,Cliente_40,37.0,M,silver,2020-01-21 00:00:00,3795.829585669464,4193.85801268006,799.0,Mexico,True
1041,Cliente_41,36.0,M,silver,2020-01-21 12:00:00,24136.226613512332,3434.4635553513153,760.0,Colombia,True
1042,Cliente_42,53.0,O,basic,2020-01-22 00:00:00,1612.8225092749544,8498.331985605866,326.0,Peru,False
1043,Cliente_43,29.0,F,silver,2020-01-22 12:00:00,1431.6751664987312,11304.077214323614,544.0,Mexico,True
1044,Cliente_44,24.0,M,gold,2020-01-23 00:00:00,2665.5418173107005,33055.28245086492,429.0,Colombia,False
1045,Cliente_45,49.0,M,basic,2020-01-23 12:00:00,992.9948286922755,18120.870160218452,619.0,Chile,True
1046,Cliente_46,42.0,F,gold,2020-01-24 00:00:00,18678.884312640384,10147.023412074517,531.0,Colombia,False
1047,Cliente_47,42.0,M,silver,2020-01-24 12:00:00,25624.31225906966,7723.091715557992,471.0,Mexico,True
1048,Cliente_48,34.0,M,premium,2020-01-25 00:00:00,7713.205961026447,10675.875893759523,538.0,Colombia,True
1049,Cliente_49,48.0,O,basic,2020-01-25 12:00:00,9107.971040120576,6574.15682310734,631.0,Peru,True
1050,Cliente_50,19.0,F,basic,2020-01-26 00:00:00,2455.1419484218554,9968.817943958498,706.0,Chile,True
1051,Cliente_51,10.0,F,silver,2020-01-26 12:00:00,6683.514703073142,4287.073174478009,821.0,Colombia,True
1052,Cliente_52,34.0,F,gold,2020-01-27 00:00:00,13332.92372629675,5202.079772228268,590.0,Chile,True
1053,Cliente_53,49.0,F,basic,2020-01-27 12:00:00,2026.6621828784155,7776.402956561272,481.0,Chile,True
1054,Cliente_54,58.0,F,gold,2020-01-28 00:00:00,16636.178173418233,10497.084839679514,679.0,Chile,False
1055,Cliente_55,48.0,F,basic,2020-01-28 12:00:00,2897.037736630575,7369.719935644856,381.0,Chile,True
1056,Cliente_56,26.0,F,basic,2020-01-29 00:00:00,2649.4052699776325,9456.787997558566,636.0,Mexico,True
1057,Cliente_57,26.0,F,silver,2020-01-29 12:00:00,1040.3000894671122,3905.4017318406854,359.0,Peru,True
1058,Cliente_58,58.0,F,basic,2020-01-30 00:00:00,3884.8999140625247,3100.0238021531736,670.0,Chile,True
1059,Cliente_59,53.0,F,gold,2020-01-30 12:00:00,11430.903053856082,7785.660589046444,582.0,Mexico,True
1060,Cliente_60,48.0,F,basic,2020-01-31 00:00:00,197.98469076032342,2102.1536127087875,720.0,Chile,False
1061,Cliente_61,53.0,M,gold,2020-01-31 12:00:00,4499.971200134022,16122.639330317403,360.0,Mexico,True
1062,Cliente_62,42.0,M,gold,2020-02-01 00:00:00,7122.7999021090845,2697.9192082902578,703.0,Colombia,True
1063,Cliente_63,36.0,M,basic,2020-02-01 12:00:00,3439.3250173322663,5928.316938189618,477.0,Peru,True
1064,Cliente_64,37.0,M,silver,2020-02-02 00:00:00,281.1682871014095,12118.27900161952,720.0,Chile,True
1065,Cliente_65,49.0,M,basic,2020-02-02 12:00:00,583.5973779030517,16860.587566940823,432.0,Mexico,True
1066,Cliente_66,43.0,M,basic,2020-02-03 00:00:00,2708.19092196278,13543.250867486156,629.0,Colombia,True
1067,Cliente_67,10.0,O,silver,2020-02-03 12:00:00,400.27885577407926,11945.784558051331,309.0,Chile,False
1068,Cliente_68,53.0,M,gold,2020-02-04 00:00:00,74776.66507110727,63446.582210129025,564.0,Argentina,True
1069,Cliente_69,48.0,M,basic,2020-02-04 12:00:00,14147.44966929027,3488.824359403362,588.0,Chile,True
1070,Cliente_70,44.0,F,premium,2020-02-05 00:00:00,859.2274685135839,10413.709289420329,707.0,Chile,True
1071,Cliente_71,61.0,M,gold,2020-02-05 12:00:00,8501.331856046334,13444.841675323256,369.0,Chile,True
1072,Cliente_72,27.0,M,silver,2020-02-06 00:00:00,6661.142497748706,10778.459943149513,806.0,Chile,True
1073,Cliente_73,24.0,M,basic,2020-02-06 12:00:00,1929.355028845904,5588.7518245243,356.0,Colombia,True
1074,Cliente_74,47.0,M,basic,2020-02-07 00:00:00,9696.278322107704,,837.0,Mexico,True
1075,Cliente_75,28.0,O,silver,2020-02-07 12:00:00,243.7729384424147,11849.242354538028,471.0,Mexico,True
1076,Cliente_76,64.0,F,basic,2020-02-08 00:00:00,1977.9429867432023,21926.824945043063,619.0,Chile,True
1077,Cliente_77,29.0,F,basic,2020-02-08 12:00:00,1592.1948538315619,11833.078069849038,794.0,Mexico,True
1078,Cliente_78,29.0,F,silver,2020-02-09 00:00:00,25770.032743654796,1772.107610841145,731.0,Peru,True
1079,Cliente_79,33.0,M,gold,2020-02-09 12:00:00,941.5660916063498,15235.04358849617,494.0,Mexico,True
1080,Cliente_80,35.0,F,gold,2020-02-10 00:00:00,6784.605688297497,5877.454780770538,347.0,Mexico,True
1081,Cliente_81,34.0,F,silver,2020-02-10 12:00:00,1306.3674308983739,6958.981746621577,473.0,Argentina,True
1082,Cliente_82,36.0,F,premium,2020-02-11 00:00:00,10671.156974988695,3246.472379793105,651.0,Colombia,True
1083,Cliente_83,34.0,M,silver,2020-02-11 12:00:00,1775.919575401559,9037.232940025633,697.0,Chile,False
1084,Cliente_84,16.0,M,basic,2020-02-12 00:00:00,694.162075002743,39309.885221629884,559.0,Chile,True
1085,Cliente_85,47.0,M,silver,2020-02-12 12:00:00,2875.7382919753627,19026.283107283984,810.0,Argentina,True
1086,Cliente_86,33.0,M,basic,2020-02-13 00:00:00,8205.953766625198,3140.559129581588,673.0,Peru,True
1087,Cliente_87,37.0,F,silver,2020-02-13 12:00:00,5582.134660482085,6906.792484867357,539.0,Peru,True
1088,Cliente_88,21.0,M,premium,2020-02-14 00:00:00,497.00401281481624,18159.42575640953,302.0,Argentina,True
1089,Cliente_89,17.0,M,silver,2020-02-14 12:00:00,438.00772261574804,7020.574272184644,,Colombia,True
1090,Cliente_90,38.0,F,basic,2020-02-15 00:00:00,1377.3496591903145,1575.4081179733068,548.0,Colombia,True
1091,Cliente_91,63.0,M,premium,2020-02-15 12:00:00,914.2285163415505,5235.053819856083,763.0,Colombia,True
1092,Cliente_92,62.0,M,gold,2020-02-16 00:00:00,1009.833233978718,24450.04971013365,446.0,Mexico,True
1093,Cliente_93,26.0,O,basic,2020-02-16 12:00:00,1713.9088990747962,27056.39466096543,455.0,Mexico,True
1094,Cliente_94,28.0,F,gold,2020-02-17 00:00:00,6064.849588118262,7035.151687794057,593.0,Chile,False
1095,Cliente_95,42.0,F,basic,2020-02-17 12:00:00,2139.9815706877807,6505.734513077943,416.0,Chile,True
1096,Cliente_96,0.0,F,silver,2020-02-18 00:00:00,719.2811664952466,1292.6956690493748,803.0,Chile,True
1097,Cliente_97,31.0,M,basic,2020-02-18 12:00:00,991.6669936551025,7503.811877778658,409.0,Mexico,True
1098,Cliente_98,43.0,M,silver,2020-02-19 00:00:00,5077.3031238684425,5131.951933968829,755.0,Colombia,True
1099,Cliente_99,36.0,M,premium,2020-02-19 12:00:00,2608.5015539388073,1781.3702140602134,418.0,Argentina,True
1100,Cliente_100,11.0,F,silver,2020-02-20 00:00:00,1268.6711117364034,3779.3788164485454,353.0,Chile,True
1101,Cliente_101,12.0,F,silver,2020-02-20 12:00:00,6360.116002407461,2839.861454283476,839.0,Mexico,True
1102,Cliente_102,18.0,M,basic,2020-02-21 00:00:00,7851.308914930819,8487.835033567375,683.0,Colombia,True
1103,Cliente_103,38.0,M,silver,2020-02-21 12:00:00,7470.090571316867,28020.432507787747,749.0,Colombia,True
1104,Cliente_104,27.0,F,basic,2020-02-22 00:00:00,2640.8153903935654,7172.201512701986,539.0,Colombia,True
1105,Cliente_105,63.0,M,silver,2020-02-22 12:00:00,1012.5958764459596,9987.92659376747,555.0,Peru,False
1106,Cliente_106,19.0,O,basic,2020-02-23 00:00:00,2274.403126664458,58109.62627810504,455.0,Peru,False
1107,Cliente_107,58.0,M,premium,2020-02-23 12:00:00,1271.9349734840146,1765.2898599942614,324.0,Chile,True
1108,Cliente_108,21.0,F,premium,2020-02-24 00:00:00,126.47271071882697,9446.688175626845,553.0,Argentina,True
1109,Cliente_109,77.0,F,gold,2020-02-24 12:00:00,2245.6753668489027,20241.52891710691,398.0,Peru,True
1110,Cliente_110,49.0,F,basic,2020-02-25 00:00:00,226.1880976867367,10406.3105468411,679.0,Peru,True
1111,Cliente_111,6.0,M,silver,2020-02-25 12:00:00,1247.4463714736946,2205.4815882201597,526.0,Chile,False
1112,Cliente_112,58.0,M,silver,2020-02-26 00:00:00,1481.1619010789104,37908.97017624182,716.0,Argentina,True
1113,Cliente_113,33.0,M,basic,2020-02-26 12:00:00,19026.772511567327,15854.434395902033,791.0,Chile,True
1114,Cliente_114,53.0,F,silver,2020-02-27 00:00:00,718.4748562294726,10045.642180131004,469.0,Peru,True
1115,Cliente_115,39.0,F,silver,2020-02-27 12:00:00,3943.774864811611,2682.5441108880077,838.0,Colombia,True
1116,Cliente_116,34.0,F,basic,2020-02-28 00:00:00,2040.7686928953583,50662.19029347276,529.0,Chile,True
1117,Cliente_117,36.0,M,silver,2020-02-28 12:00:00,5181.825064752124,12957.182852320826,307.0,Peru,True
1118,Cliente_118,22.0,M,basic,2020-02-29 00:00:00,1345.336268843331,11576.191851071379,489.0,Colombia,False
1119,Cliente_119,33.0,M,silver,2020-02-29 12:00:00,448.3629401698077,12944.989248001439,671.0,Mexico,True
1120,Cliente_120,20.0,F,premium,2020-03-01 00:00:00,3389.60034806365,17438.635807891947,303.0,Colombia,True
1121,Cliente_121,32.0,F,basic,2020-03-01 12:00:00,3043.3198436040125,8877.920049000571,353.0,Chile,True
1122,Cliente_122,42.0,M,basic,2020-03-02 00:00:00,3734.396639098871,7373.31658363515,475.0,Mexico,True
1123,Cliente_123,55.0,F,silver,2020-03-02 12:00:00,2079.9603377342482,1347.810350046971,752.0,Chile,True
1124,Cliente_124,62.0,M,silver,2020-03-03 00:00:00,1944.9379726267864,4323.997304233887,445.0,Mexico,True
1125,Cliente_125,39.0,F,silver,2020-03-03 12:00:00,7825.951450755313,39516.879557936016,548.0,Mexico,True
1126,Cliente_126,23.0,M,basic,2020-03-04 00:00:00,7009.440233855865,4169.722447428182,328.0,Chile,True
1127,Cliente_127,39.0,F,basic,2020-03-04 12:00:00,1135.5950819059055,6389.791237199238,448.0,Mexico,True
1128,Cliente_128,37.0,F,premium,2020-03-05 00:00:00,2494.726071465088,3221.852514634612,786.0,Mexico,True
1129,Cliente_129,59.0,M,basic,2020-03-05 12:00:00,704.6881391096504,12182.379388494794,493.0,Colombia,True
1130,Cliente_130,53.0,M,silver,2020-03-06 00:00:00,5892.9210427870285,6602.460054049422,379.0,Chile,True
1131,Cliente_131,43.0,M,premium,2020-03-06 12:00:00,5190.19984472946,6418.323979345351,388.0,Colombia,True
1132,Cliente_132,62.0,M,silver,2020-03-07 00:00:00,16299.21663195049,4270.3709341684535,450.0,Mexico,True
1133,Cliente_133,32.0,O,gold,2020-03-07 12:00:00,7216.996949101373,11314.492805611591,808.0,Chile,True
1134,Cliente_134,49.0,F,basic,2020-03-08 00:00:00,3693.718557213567,26304.127470034095,616.0,Colombia,True
1135,Cliente_135,32.0,M,premium,2020-03-08 12:00:00,65859.23432583145,2092.3043672592867,479.0,Mexico,True
1136,Cliente_136,32.0,F,basic,2020-03-09 00:00:00,4522.47223718689,6356.308275899153,704.0,Mexico,True
1137,Cliente_137,8.0,F,basic,2020-03-09 12:00:00,5807.369408900409,7117.042577679412,484.0,Argentina,True
1138,Cliente_138,41.0,M,premium,2020-03-10 00:00:00,339.5269918978016,4398.640521420594,591.0,Peru,True
1139,Cliente_139,41.0,M,basic,2020-03-10 12:00:00,7900.183702781651,20442.174878380632,787.0,Chile,True
1140,Cliente_140,37.0,F,silver,2020-03-11 00:00:00,54173.74788018701,20648.701435430026,493.0,Mexico,False
1141,Cliente_141,46.0,F,basic,2020-03-11 12:00:00,4204.197410204392,9736.545349139635,342.0,Colombia,True
1142,Cliente_142,54.0,F,basic,2020-03-12 00:00:00,7636.573720676451,4708.027989066971,742.0,Mexico,False
1143,Cliente_143,39.0,M,basic,2020-03-12 12:00:00,11283.653341762101,20297.36151265564,501.0,Mexico,True
1144,Cliente_144,49.0,M,basic,2020-03-13 00:00:00,25914.787367918776,6399.670560582636,372.0,Argentina,True
1145,Cliente_145,25.0,F,gold,2020-03-13 12:00:00,6193.248676470647,17726.7664740446,520.0,Chile,True
1146,Cliente_146,56.0,F,silver,2020-03-14 00:00:00,446.3495331336661,57203.69597965722,687.0,Chile,True
1147,Cliente_147,47.0,F,basic,2020-03-14 12:00:00,3923.6656837882874,8106.4392257697355,832.0,Mexico,True
1148,Cliente_148,67.0,M,gold,2020-03-15 00:00:00,7573.43604564416,,303.0,Chile,True
1149,Cliente_149,43.0,M,basic,2020-03-15 12:00:00,6885.228025086075,4635.4847676327745,687.0,Mexico,True
1150,Cliente_150,25.0,M,basic,2020-03-16 00:00:00,2482.7173117890266,18307.969807062836,460.0,Mexico,True
1151,Cliente_151,58.0,M,silver,2020-03-16 12:00:00,1917.6569452838503,9594.551882098602,795.0,Chile,True
1152,Cliente_152,49.0,M,silver,2020-03-17 00:00:00,1932.0375200858882,2962.9947745994878,387.0,Argentina,True
1153,Cliente_153,47.0,M,gold,2020-03-17 12:00:00,2492.42141633493,4577.736115731782,489.0,Mexico,True
1154,Cliente_154,16.0,F,premium,2020-03-18 00:00:00,3489.032968935598,38821.98003157847,388.0,Mexico,False
1155,Cliente_155,62.0,F,silver,2020-03-18 12:00:00,5714.104179702373,6658.037441064646,434.0,Peru,True
1156,Cliente_156,55.0,M,basic,2020-03-19 00:00:00,4680.154901801807,3371.70495271694,793.0,Chile,True
1157,Cliente_157,44.0,M,silver,2020-03-19 12:00:00,1775.333124708065,9414.479117269571,560.0,Colombia,True
1158,Cliente_158,-2.0,O,silver,2020-03-20 00:00:00,715.8426953680228,5298.062679150289,312.0,Mexico,True
1159,Cliente_159,34.0,M,silver,2020-03-20 12:00:00,4693.661298029088,6987.203585397074,685.0,Mexico,True
1160,Cliente_160,68.0,F,gold,2020-03-21 00:00:00,2106.120950167026,12494.167871665528,549.0,Mexico,True
1161,Cliente_161,47.0,F,basic,2020-03-21 12:00:00,20513.148717482116,10621.305828754159,802.0,Chile,True
1162,Cliente_162,21.0,M,premium,2020-03-22 00:00:00,8906.62833765587,8328.553277582667,390.0,Peru,True
1163,Cliente_163,31.0,F,silver,2020-03-22 12:00:00,4487.601717981034,4962.298283601447,562.0,Mexico,True
1164,Cliente_164,34.0,F,basic,2020-03-23 00:00:00,1203.9185858847247,1949.6133702618358,693.0,Argentina,True
1165,Cliente_165,56.0,M,silver,2020-03-23 12:00:00,589.0375120884676,37668.643274729846,721.0,Peru,True
1166,Cliente_166,17.0,F,silver,2020-03-24 00:00:00,2989.4987464057062,35903.08543113925,485.0,Argentina,True
1167,Cliente_167,55.0,F,basic,2020-03-24 12:00:00,3552.2221477120675,8261.365266808412,786.0,Chile,True
1168,Cliente_168,51.0,F,silver,2020-03-25 00:00:00,370.87830845034665,15799.542585024155,512.0,Colombia,True
1169,Cliente_169,73.0,F,gold,2020-03-25 12:00:00,5261.972117222624,7895.946376330626,670.0,Argentina,False
1170,Cliente_170,47.0,M,basic,2020-03-26 00:00:00,3162.840302629795,4368.395585165578,747.0,Colombia,True
1171,Cliente_171,21.0,M,gold,2020-03-26 12:00:00,120.9045523520183,8595.346754271444,,Chile,True
1172,Cliente_172,39.0,M,silver,2020-03-27 00:00:00,1067.3728860416763,9069.772219908395,451.0,Chile,True
1173,Cliente_173,25.0,M,basic,2020-03-27 12:00:00,1155.8290295947572,26676.66422997884,794.0,Colombia,True
1174,Cliente_174,45.0,M,basic,2020-03-28 00:00:00,689.413743057175,8743.165647590222,613.0,Colombia,False
1175,Cliente_175,66.0,M,silver,2020-03-28 12:00:00,4745.686234394795,31688.549370425226,806.0,Chile,True
1176,Cliente_176,27.0,M,gold,2020-03-29 00:00:00,25486.011984947883,7125.069886427719,477.0,Peru,True
1177,Cliente_177,53.0,M,silver,2020-03-29 12:00:00,5199.339440864833,5148.436917934409,437.0,Colombia,True
1178,Cliente_178,30.0,F,basic,2020-03-30 00:00:00,6365.66569888051,26676.743789220764,383.0,Mexico,True
1179,Cliente_179,16.0,M,basic,2020-03-30 12:00:00,1174.9168055195983,24729.972452014845,318.0,Mexico,True
1180,Cliente_180,63.0,F,silver,2020-03-31 00:00:00,5495.111486929547,8617.53215721206,329.0,Chile,True
1181,Cliente_181,43.0,F,silver,2020-03-31 12:00:00,2392.2312159309986,10655.77493366598,612.0,Mexico,True
1182,Cliente_182,47.0,F,silver,2020-04-01 00:00:00,2983.7872014616355,10180.356750338693,571.0,Mexico,True
1183,Cliente_183,52.0,F,basic,2020-04-01 12:00:00,1444.6879138396632,9595.78118452745,321.0,Argentina,True
1184,Cliente_184,14.0,F,silver,2020-04-02 00:00:00,448.60133087705293,6019.399218131251,,Mexico,True
1185,Cliente_185,36.0,F,gold,2020-04-02 12:00:00,8986.760270792816,55093.72728109034,383.0,Colombia,True
1186,Cliente_186,15.0,M,silver,2020-04-03 00:00:00,3617.7324988665514,,788.0,Colombia,True
1187,Cliente_187,32.0,M,silver,2020-04-03 12:00:00,2264.37516707037,12642.801177307105,702.0,Chile,True
1188,Cliente_188,57.0,F,silver,2020-04-04 00:00:00,26652.16742733933,9436.073434485303,816.0,Chile,True
1189,Cliente_189,46.0,M,premium,2020-04-04 12:00:00,901.787050906944,1081.059687809297,781.0,Colombia,True
1190,Cliente_190,30.0,M,silver,2020-04-05 00:00:00,6427.038151648327,8903.867555325329,575.0,Peru,True
1191,Cliente_191,40.0,F,basic,2020-04-05 12:00:00,35019.74605542459,6469.163918041499,698.0,Peru,True
1192,Cliente_192,37.0,M,silver,2020-04-06 00:00:00,4927.665966574328,5191.428352729613,849.0,Colombia,True
1193,Cliente_193,44.0,F,basic,2020-04-06 12:00:00,740.9192780344807,3529.5033271399943,428.0,Mexico,True
1194,Cliente_194,30.0,M,basic,2020-04-07 00:00:00,9643.84876546252,34278.382107789555,304.0,Mexico,True
1195,Cliente_195,38.0,F,silver,2020-04-07 12:00:00,1549.1153548647935,3326.370538389975,781.0,Colombia,False
1196,Cliente_196,42.0,O,gold,2020-04-08 00:00:00,1426.134339787819,6952.6383129925325,737.0,Chile,True
1197,Cliente_197,46.0,F,basic,2020-04-08 12:00:00,1009.2262188425582,5334.267619371105,616.0,Mexico,True
1198,Cliente_198,43.0,F,silver,2020-04-09 00:00:00,21037.192032660787,3477.283076570416,424.0,Chile,False
1199,Cliente_199,15.0,F,basic,2020-04-09 12:00:00,1833.543888571972,14973.033407044533,375.0,Chile,True
1200,Cliente_200,21.0,F,gold,2020-04-10 00:00:00,988.3089855095933,11566.31737323708,582.0,Chile,True
1201,Cliente_201,49.0,M,premium,2020-04-10 12:00:00,13308.530699368992,5440.551208460841,795.0,Colombia,True
1202,Cliente_202,36.0,F,gold,2020-04-11 00:00:00,443.56298102703386,3880.473162424415,646.0,Argentina,True
1203,Cliente_203,33.0,M,silver,2020-04-11 12:00:00,3219.8072620908288,12323.074860550872,429.0,Mexico,True
1204,Cliente_204,36.0,M,basic,2020-04-12 00:00:00,1318.053961266976,11484.466930041883,651.0,Mexico,True
1205,Cliente_205,36.0,M,gold,2020-04-12 12:00:00,6170.250407666819,7214.334711091283,444.0,Mexico,True
1206,Cliente_206,13.0,F,silver,2020-04-13 00:00:00,1793.500210342516,25576.06675610197,784.0,Chile,False
1207,Cliente_207,,M,gold,2020-04-13 12:00:00,548.0326661574388,28466.378626823316,544.0,Colombia,True
1208,Cliente_208,38.0,F,silver,2020-04-14 00:00:00,3542.5883537969157,5395.405422796716,543.0,Chile,True
1209,Cliente_209,40.0,M,premium,2020-04-14 12:00:00,1718.2822600162326,43074.52704411222,418.0,Chile,True
1210,Cliente_210,41.0,M,silver,2020-04-15 00:00:00,8187.11975675036,6501.47002280431,,Chile,True
1211,Cliente_211,54.0,O,silver,2020-04-15 12:00:00,3230.538437070712,6569.128131429363,812.0,Mexico,True
1212,Cliente_212,50.0,M,premium,2020-04-16 00:00:00,38938.89584735351,14334.77940309734,,Chile,True
1213,Cliente_213,38.0,M,basic,2020-04-16 12:00:00,1528.4344767939808,10703.203189127085,599.0,Mexico,True
1214,Cliente_214,26.0,M,silver,2020-04-17 00:00:00,12175.26391104093,8317.364280837062,489.0,Mexico,True
1215,Cliente_215,58.0,F,silver,2020-04-17 12:00:00,1958.0565113094763,1750.9133269763215,591.0,Peru,True
1216,Cliente_216,40.0,F,silver,2020-04-18 00:00:00,2577.832155270648,2260.097434476379,832.0,Chile,True
1217,Cliente_217,48.0,F,basic,2020-04-18 12:00:00,7386.867384251256,2901.2178623355553,386.0,Chile,True
1218,Cliente_218,23.0,M,silver,2020-04-19 00:00:00,962.8785711894885,8171.7826158530925,701.0,Argentina,True
1219,Cliente_219,,F,basic,2020-04-19 12:00:00,12411.2402000829,5352.742985993193,484.0,Chile,True
1220,Cliente_220,18.0,F,basic,2020-04-20 00:00:00,6843.278624095336,5990.471452068349,799.0,Colombia,False
1221,Cliente_221,34.0,F,basic,2020-04-20 12:00:00,7704.487487211354,6393.630271544729,489.0,Chile,True
1222,Cliente_222,41.0,F,basic,2020-04-21 00:00:00,9162.89174547765,17713.1681218571,428.0,Mexico,True
1223,Cliente_223,66.0,F,basic,2020-04-21 12:00:00,5969.246637142727,15050.994572683712,740.0,Chile,True
1224,Cliente_224,49.0,M,gold,2020-04-22 00:00:00,6743.637199941843,5809.797682243385,409.0,Mexico,True
1225,Cliente_225,61.0,M,basic,2020-04-22 12:00:00,14467.149290460948,6351.485557808361,431.0,Argentina,True
1226,Cliente_226,46.0,F,gold,2020-04-23 00:00:00,3001.2394898073285,4062.162068154022,784.0,Colombia,True
1227,Cliente_227,23.0,M,premium,2020-04-23 12:00:00,2405.637605484174,6191.572066506731,498.0,Chile,True
1228,Cliente_228,23.0,M,basic,2020-04-24 00:00:00,5327.747680098237,22913.366416218094,374.0,Peru,True
1229,Cliente_229,51.0,M,gold,2020-04-24 12:00:00,3361.2710833261426,16902.121821132278,503.0,Colombia,True
1230,Cliente_230,24.0,M,silver,2020-04-25 00:00:00,9160.042193584584,11009.653871287688,352.0,Argentina,True
1231,Cliente_231,16.0,F,basic,2020-04-25 12:00:00,27953.25648411245,3434.885633919016,338.0,Chile,True
1232,Cliente_232,25.0,M,premium,2020-04-26 00:00:00,958.179660169916,7767.161116195405,590.0,Chile,True
1233,Cliente_233,44.0,F,gold,2020-04-26 12:00:00,3353.8161579329603,5956.653567661409,781.0,Colombia,True
1234,Cliente_234,28.0,M,silver,2020-04-27 00:00:00,832.1705566082269,7165.136536288192,637.0,Peru,True
1235,Cliente_235,,F,basic,2020-04-27 12:00:00,2315.5911800370077,15248.487327257713,693.0,Colombia,True
